Date,High,Low,Open,Close,Volume,Adj Close
2022-05-25,30157.78515625,29384.94921875,29653.134765625,29562.361328125,27525063551,29562.361328125
2022-05-26,29834.16015625,28261.90625,29564.77734375,29267.224609375,36774325352,29267.224609375
2022-05-27,29346.943359375,28326.61328125,29251.140625,28627.57421875,36582005748,28627.57421875
2022-05-28,28814.900390625,28554.56640625,28622.625,28814.900390625,35519577634,28814.900390625
2022-05-29,29498.009765625,28841.107421875,29019.8671875,29445.95703125,18093886409,29445.95703125
2022-05-30,31949.630859375,29303.572265625,29443.365234375,31726.390625,39277993274,31726.390625
2022-05-31,32249.86328125,31286.154296875,31723.865234375,31792.310546875,33538210634,31792.310546875
2022-06-01,31957.28515625,29501.587890625,31792.5546875,29799.080078125,41135817341,29799.080078125
2022-06-02,30604.734375,29652.705078125,29794.890625,30467.48828125,29083562061,30467.48828125
2022-06-03,30633.03515625,29375.689453125,30467.806640625,29704.390625,26175547452,29704.390625
2022-06-04,29930.564453125,29500.005859375,29706.138671875,29832.9140625,16588370958,29832.9140625
2022-06-05,30117.744140625,29574.44921875,29835.1171875,29906.662109375,17264085441,29906.662109375
2022-06-06,31693.291015625,29894.1875,29910.283203125,31370.671875,31947336829,31370.671875
2022-06-07,31489.68359375,29311.68359375,31371.7421875,31155.478515625,40770974039,31155.478515625
2022-06-08,31253.69140625,29944.404296875,31151.48046875,30214.35546875,30242059107,30214.35546875
2022-06-09,30609.310546875,30020.265625,30215.279296875,30111.998046875,21692004719,30111.998046875
2022-06-10,30245.80859375,28978.146484375,30110.330078125,29083.8046875,29867476527,29083.8046875
2022-06-11,29401.916015625,28236.212890625,29084.666015625,28360.810546875,27246574439,28360.810546875
2022-06-12,28502.685546875,26762.6484375,28373.513671875,26762.6484375,34163220274,26762.6484375
2022-06-13,26795.58984375,22141.2578125,26737.578125,22487.388671875,68204556440,22487.388671875
2022-06-14,23018.951171875,20950.818359375,22487.986328125,22206.79296875,50913575242,22206.79296875
2022-06-15,22642.671875,20178.376953125,22196.73046875,22572.83984375,54912007015,22572.83984375
2022-06-16,22868.921875,20265.2265625,22576.3046875,20381.650390625,31183975654,20381.650390625
2022-06-17,21243.3125,20326.51953125,20385.71875,20471.482421875,27132421514,20471.482421875
2022-06-18,20736.041015625,17708.623046875,20473.42578125,19017.642578125,42009436760,19017.642578125
2022-06-19,20683.822265625,18067.15234375,19010.90234375,20553.271484375,35329942625,20553.271484375
2022-06-20,20913.322265625,19689.169921875,20553.37109375,20599.537109375,30818458597,20599.537109375
2022-06-21,21620.62890625,20415.0625,20594.294921875,20710.59765625,28970212744,20710.59765625
2022-06-22,20835.75,19848.078125,20719.4140625,19987.029296875,28574793478,19987.029296875
2022-06-23,21135.76171875,19950.1171875,19986.607421875,21085.876953125,26188097173,21085.876953125
2022-06-24,21472.91796875,20777.51171875,21084.6484375,21231.65625,24957784918,21231.65625
2022-06-25,21520.9140625,20964.5859375,21233.609375,21502.337890625,18372538715,21502.337890625
2022-06-26,21783.724609375,21016.26953125,21496.494140625,21027.294921875,18027170497,21027.294921875
2022-06-27,21367.623046875,20998.48046875,21024.48046875,21355.75390625,20244301824,21355.75390625
